Date,Open,High,Low,Close,Volume
2014-11-07,107.24905784646765,108.99649318824083,106.12841744403556,108.79705810546875,51457000.0
2014-11-10,111.37073475462816,113.441070242841,109.40486630102777,113.15616607666016,75971000.0
2014-11-11,111.3517333692489,111.63664475372052,107.970821651213,108.77806091308594,70983600.0
2014-11-12,109.2624184149565,113.08018932839006,108.28422642702672,112.25395202636719,53908000.0
2014-11-13,113.29861920345964,113.96340282168023,108.78756784176812,109.06297302246094,62163000.0
2014-11-14,109.27190970514229,109.5853108093547,107.64793204549375,109.30989837646484,29849000.0
2014-11-17,109.63279441121306,109.81323153633396,107.43899400834059,108.50265502929688,22573000.0
2014-11-18,108.57862516025563,108.62610556030437,104.85582270247424,105.2356948852539,41098000.0
2014-11-19,104.3050039183198,105.11224322174934,101.82629938084466,103.34580993652344,46841000.0
2014-11-20,102.38662027307265,106.78371295959603,101.8642923467518,104.2955093383789,36489000.0
2014-11-21,107.51496851201128,107.79038092746508,104.87956347633917,105.15972900390625,27432000.0
2014-11-24,106.36584206429774,108.19875373969393,105.93848220424287,108.18925476074219,20646000.0
2014-11-25,109.15794705372421,109.37637284906113,106.6792424914881,107.76189422607422,23485000.0
2014-11-26,107.62893842194248,108.01830961267173,106.67924340135659,107.00213623046875,11794700.0
2014-11-28,107.44849116203142,107.53396747929816,105.52061148134467,106.0239486694336,8077800.0
2014-12-01,104.48544235843701,104.51393929518825,98.66951681070343,100.65817260742188,38464200.0
2014-12-02,101.94975060076395,104.46644364682977,101.24697837227072,104.36197662353516,18785000.0
2014-12-03,104.84632450708897,106.06193289049446,103.32490843569018,105.07424926757812,16221100.0
2014-12-04,104.56141639389396,104.94129583699358,103.43128428880972,103.6781997680664,10779300.0
2014-12-05,104.08657802184158,104.79884932296585,102.33914257430389,102.47209930419922,12148100.0
2014-12-08,100.63918130326445,101.99724545650136,98.96771605798872,99.78445434570312,19217300.0
2014-12-09,97.12530935339606,102.51957751488801,96.1091359420431,102.07322692871094,24866800.0
2014-12-10,101.70284002206022,101.97825245764447,98.30293722980919,98.6543197631836,18466700.0
2014-12-11,99.18615405116246,101.46541639101255,99.04369834352227,99.68949127197266,15684300.0
