macd,macd_sig,macd_hist,cci,wr_14,boll_up,boll_low,kdj_k,kdj_d,kdj_j,ema20,close_delta,open_close_diff,rsi_14,close,date,news_sent_mean_1d,news_sent_std_1d,news_sent_maxabs_1d,news_count_1d,tech_sent_score
-1.0830679,-1.3239319,0.4916155,-0.27759388,0.02610229,-0.5664656,-0.566452,0.22038953,-0.2101688,0.6853086,-0.55223155,-0.69596523,0.889324,-0.3472056,19.526892,2010-02-17,0.15000000000000002,0.07071067811865475,0.2,2.0,0.0
-1.0386816,-1.2806002,0.50363827,-0.5021531,-0.15906754,-0.6258251,-0.5298672,0.26405,-0.040412396,0.57253784,-0.556674,-0.22162038,-0.0849708,-0.22215635,19.434212,2010-02-18,0.0,0.0,0.0,1.0,0.0
-0.97458994,-1.232242,0.5628405,-0.35996833,0.054595567,-0.6595735,-0.5090053,0.343763,0.1027166,0.5627583,-0.5595904,0.22110002,-0.6198732,0.15116465,19.541153,2010-02-19,-0.3333333333333333,0.46188021535170065,0.6,3.0,0.0
-0.87729084,-1.1727678,0.6937618,0.3598134,0.4819102,-0.65997493,-0.5088902,0.6535905,0.3145764,0.9297213,-0.5600231,0.45826185,-0.3906268,-0.05645746,19.75503,2010-02-22,0.1,0.42426406871192857,0.4,2.0,0.0
-0.86114854,-1.1217396,0.59428567,0.2563973,-0.31573653,-0.6624865,-0.51049846,0.19450162,0.28328007,0.053685,-0.5645323,-0.9014942,0.90842485,-0.55832237,19.355797,2010-02-23,0.325,0.4425306015783918,0.8,4.0,0.0
-0.7558438,-1.0584191,0.7390621,0.39939988,0.6633619,-0.6585283,-0.51033574,0.3680026,0.32762137,0.34653416,-0.5636121,1.0590746,-1.0974667,-0.15430447,19.840578,2010-02-24,-0.8,0.0,0.8,1.0,0.0
-0.67684704,-0.99088544,0.7886851,0.26053128,0.5346107,-0.6611545,-0.50921845,0.42020148,0.37679994,0.3925048,-0.5634413,-0.15836737,-0.8491199,0.4582824,19.776419,2010-02-25,-0.30000000000000004,0.7071067811865476,0.8,2.0,0.0
-0.5539973,-0.910612,0.93872947,1.1655463,1.1234915,-0.6529803,-0.5124085,0.7122674,0.5193508,0.805638,-0.5600512,0.6796072,-0.887328,0.3748927,20.0901,2010-02-26,0.85,0.0,0.85,1.0,0.0
-0.45122075,-0.8244354,1.0082556,1.4241517,0.8401451,-0.6467206,-0.5078783,0.7657931,0.63450074,0.7766835,-0.5569107,-0.0002453874,0.18248045,0.8591367,20.097237,2010-03-01,0.6999999999999998,0.0,0.7,3.0,0.0
-0.3036776,-0.7239721,1.1765215,1.6514852,1.2181966,-0.6311457,-0.5153378,1.0121365,0.803849,1.0673982,-0.550319,0.7902926,-0.63898116,0.85080814,20.460825,2010-03-02,0.26666666666666666,0.46188021535170065,0.8,3.0,0.0
