run_type,final_return_%,CAGR_%,Sharpe,MaxDD_%,total_trades,bh_final_return_%,bh_CAGR_%,bh_Sharpe,bh_MaxDD_%,seed
all,667.56689453125,71.97350311279297,1.3142071195696876,-65.50640106201172,121,637.6282348632812,70.16294860839844,1.2394174200514225,-66.33509063720703,1111
baseline,688.5559692382812,73.21214294433594,1.3291742163467692,-66.17888641357422,1,637.6282348632812,70.16294860839844,1.2394174200514225,-66.33509063720703,8
headline,714.7318115234375,74.72341918945312,1.397592090669229,-63.14030456542969,9,637.6282348632812,70.16294860839844,1.2394174200514225,-66.33509063720703,1111
techsent,696.870361328125,73.69612121582031,1.33323229085595,-65.18251037597656,5,637.6282348632812,70.16294860839844,1.2394174200514225,-66.33509063720703,26
