run_type,final_return_%,CAGR_%,Sharpe,MaxDD_%,total_trades,bh_final_return_%,bh_CAGR_%,bh_Sharpe,bh_MaxDD_%,seed
all,163.94338989257812,26.699506759643555,0.8564949231726401,-51.32124328613281,39,95.4928970336914,17.756546020507812,0.624842105401868,-51.325828552246094,1111
baseline,80.319091796875,15.459430694580078,0.6109578543824141,-47.070335388183594,132,95.4928970336914,17.756546020507812,0.624842105401868,-51.325828552246094,8
headline,108.45806884765625,19.614755630493164,0.6901424269796161,-51.28226852416992,18,95.4928970336914,17.756546020507812,0.624842105401868,-51.325828552246094,26
techsent,112.7300033569336,20.20785903930664,0.6828944132894321,-49.01103973388672,5,95.4928970336914,17.756546020507812,0.624842105401868,-51.325828552246094,8
